id,query,cleaned_chapters,duration_info
8WXtmzY2U0Q,Is it possible to replicate Stevie Ray Vaughan's tremolo effect with the settings available on this pedal?,"['Tremolo Mode Tones', 'Stevie Ray Vaughan Style Tone']","{""Intro Tones/Initial Thoughts"": {""start_time"": 0, ""end_time"": 113, ""duration"": 113}, ""Pedal Features"": {""start_time"": 113, ""end_time"": 140, ""duration"": 27}, ""Chorale Mode Tones"": {""start_time"": 140, ""end_time"": 163, ""duration"": 23}, ""Tremolo Mode Tones"": {""start_time"": 163, ""end_time"": 180, ""duration"": 17}, ""Rotation Speed Range"": {""start_time"": 180, ""end_time"": 227, ""duration"": 47}, ""Drive Range"": {""start_time"": 227, ""end_time"": 245, ""duration"": 18}, ""Stevie Ray Vaughan Style Tone"": {""start_time"": 245, ""end_time"": 260, ""duration"": 15}, ""Drive Range (Cont"": {""start_time"": 260, ""end_time"": 278, ""duration"": 18}, ""My Favourite Settings"": {""start_time"": 278, ""end_time"": 308, ""duration"": 30}, ""Eric Clapton Tone"": {""start_time"": 308, ""end_time"": 329, ""duration"": 21}, ""Rotary and Overdrive"": {""start_time"": 329, ""end_time"": 360, ""duration"": 31}, ""Outro and Final Thoughts"": {""start_time"": 360, ""end_time"": 390, ""duration"": 30}}"
MS3wCWSYOVA,Is there a way to merge the body roll with a twist after doing a 2-step for variety in my dance sequence?,"['BODY ROLL + 2STEP', 'BODY ROLL+TWIST']","{""DIP"": {""start_time"": 319, ""end_time"": 322, ""duration"": 3}, ""BODY ROLL + 2STEP"": {""start_time"": 322, ""end_time"": 327, ""duration"": 5}, ""BODY ROLL+TWIST"": {""start_time"": 327, ""end_time"": 333, ""duration"": 6}, ""HIP UP"": {""start_time"": 333, ""end_time"": 395, ""duration"": 62}}"
5MSX53V_cOk,"What is the history behind this type of six-wheeled cart, and what are your final thoughts on its effectiveness after testing it?","['How To Fold & History', 'Conclusion']","{""Intro & Unboxing"": {""start_time"": 0, ""end_time"": 94, ""duration"": 94}, ""How To Use"": {""start_time"": 94, ""end_time"": 122, ""duration"": 28}, ""Weight Testing"": {""start_time"": 122, ""end_time"": 190, ""duration"": 68}, ""Water Test 1"": {""start_time"": 190, ""end_time"": 346, ""duration"": 156}, ""How To Fold & History"": {""start_time"": 346, ""end_time"": 373, ""duration"": 27}, ""Water Test 2"": {""start_time"": 373, ""end_time"": 389, ""duration"": 16}, ""Grocery Test"": {""start_time"": 389, ""end_time"": 473, ""duration"": 84}, ""Laundry Test"": {""start_time"": 473, ""end_time"": 506, ""duration"": 33}, ""Conclusion"": {""start_time"": 506, ""end_time"": 561, ""duration"": 55}}"
ruPrnSTe_gc,"What technique should I use to apply pressed powder if I have dry skin, and how does the Issy & Co creme blush complement this?","['Squad Cosmetics Pressed Powder in Warm Light', 'Issy & Co Créme Blush in Brunette']","{""Squad Cosmetics You Can Face It Liquid Foundation in Medium Tan"": {""start_time"": 54, ""end_time"": 90, ""duration"": 36}, ""Bench Beauty Contour Stick"": {""start_time"": 90, ""end_time"": 130, ""duration"": 40}, ""Squad Cosmetics Pressed Powder in Warm Light"": {""start_time"": 130, ""end_time"": 147, ""duration"": 17}, ""Ever Bilena Advance Face Trio"": {""start_time"": 147, ""end_time"": 155, ""duration"": 8}, ""Issy & Co Cr\u00e9me Blush in Brunette"": {""start_time"": 155, ""end_time"": 170, ""duration"": 15}, ""Careline Best Brow Liner in Taupe"": {""start_time"": 170, ""end_time"": 177, ""duration"": 7}, ""Detail Cosmetics SuperFine Liner in Mocha"": {""start_time"": 177, ""end_time"": 196, ""duration"": 19}, ""Vice Co. x Anne Clutz Eyeliner Pencil in Soft Lang"": {""start_time"": 196, ""end_time"": 246, ""duration"": 50}, ""Vice Co. x Anne Clutz Eyeliner Pencil in"": {""start_time"": 246, ""end_time"": 259, ""duration"": 13}, ""L'Oreal Lash Paradise"": {""start_time"": 259, ""end_time"": 273, ""duration"": 14}, ""Fashion21 Color Matte Liquid Lipstick in Butterscotch"": {""start_time"": 273, ""end_time"": 369, ""duration"": 96}}"
zgmBq-eOGHI,"After creating a basic structure for a bow, what steps are involved in installing and securing a pen spring as part of its triggering system?","['recap of bow', 'adding the spring (for the trigger)']","{""to 0:56 testing"": {""start_time"": 0, ""end_time"": 56, ""duration"": 56}, ""recap of bow"": {""start_time"": 56, ""end_time"": 97, ""duration"": 41}, ""building the body"": {""start_time"": 97, ""end_time"": 180, ""duration"": 83}, ""hinge for the trigger"": {""start_time"": 180, ""end_time"": 220, ""duration"": 40}, ""building the trigger"": {""start_time"": 220, ""end_time"": 320, ""duration"": 100}, ""testing the trigger"": {""start_time"": 320, ""end_time"": 348, ""duration"": 28}, ""adding the spring (for the trigger"": {""start_time"": 348, ""end_time"": 383, ""duration"": 35}, ""final testing"": {""start_time"": 383, ""end_time"": 398, ""duration"": 15}, ""ending"": {""start_time"": 398, ""end_time"": 428, ""duration"": 30}, ""preview of upcoming project"": {""start_time"": 428, ""end_time"": 442, ""duration"": 14}}"
j83HzclszHA,How does the evening routine transition from skincare to sleep preparation?,"['Bathroom', 'Hatch Routine']","{""Intro & Tips"": {""start_time"": 0, ""end_time"": 87, ""duration"": 87}, ""Bathroom"": {""start_time"": 87, ""end_time"": 165, ""duration"": 78}, ""Kitchen"": {""start_time"": 165, ""end_time"": 195, ""duration"": 30}, ""Bedroom"": {""start_time"": 195, ""end_time"": 222, ""duration"": 27}, ""Office"": {""start_time"": 222, ""end_time"": 392, ""duration"": 170}, ""Hatch Routine"": {""start_time"": 392, ""end_time"": 492, ""duration"": 100}, ""Final Thoughts"": {""start_time"": 492, ""end_time"": 563, ""duration"": 71}}"
GuQ-cFC8qZQ,"After updating, how can you visually confirm that your message has been sent as a gift box?","['Send Giftbox Message in Instagram Update', 'Wrap Up']","{""Introduction"": {""start_time"": 0.0, ""end_time"": 53.0, ""duration"": 53.0}, ""Update Instagram Messenger"": {""start_time"": 53.0, ""end_time"": 106.0, ""duration"": 53.0}, ""Send Giftbox Message in Instagram Update"": {""start_time"": 106.0, ""end_time"": 149.0, ""duration"": 43.0}, ""Wrap Up"": {""start_time"": 149.0, ""end_time"": 169, ""duration"": 20.0}}"
xHFp8QWrEPQ,What is the relationship between malt absorption rate during mashing and achieving target pre-boiled volume for different beer styles?,"['Example', 'Summary']","{""Intro"": {""start_time"": 0.0, ""end_time"": 95.0, ""duration"": 95.0}, ""Example"": {""start_time"": 95.0, ""end_time"": 165.0, ""duration"": 70.0}, ""Sparge"": {""start_time"": 165.0, ""end_time"": 233.0, ""duration"": 68.0}, ""Summary"": {""start_time"": 233.0, ""end_time"": 299, ""duration"": 66.0}}"
x5S1n1lIAoU,How does the Audi A3 Sportback's exterior design complement its interior features?,"['Introduction to the vehicle', 'The interior']","{""Introduction to the vehicle"": {""start_time"": 0.0, ""end_time"": 43.0, ""duration"": 43.0}, ""Boot Space"": {""start_time"": 43.0, ""end_time"": 60.0, ""duration"": 17.0}, ""The interior"": {""start_time"": 60.0, ""end_time"": 70.0, ""duration"": 10.0}, ""The controls"": {""start_time"": 70.0, ""end_time"": 225.0, ""duration"": 155.0}, ""Contact information"": {""start_time"": 225.0, ""end_time"": 233, ""duration"": 8.0}}"
U5goYYhneVo,How do you create a shape in Photoshop and then animate it?,"['select the ellipse', 'animate this preloader']","{""select the ellipse"": {""start_time"": 22.0, ""end_time"": 33.0, ""duration"": 11.0}, ""set the fill color"": {""start_time"": 33.0, ""end_time"": 58.0, ""duration"": 25.0}, ""animate this preloader"": {""start_time"": 58.0, ""end_time"": 82.0, ""duration"": 24.0}, ""rotate the layer 180 degrees clockwise"": {""start_time"": 82.0, ""end_time"": 88.0, ""duration"": 6.0}, ""rotate the preloader again 180 degrees"": {""start_time"": 88.0, ""end_time"": 125.0, ""duration"": 37.0}, ""open the gif file in your browser"": {""start_time"": 125.0, ""end_time"": 150, ""duration"": 25.0}}"
_hFKDwJnQio,What kind of wearable and displayable movie memorabilia came with this edition of LootCrate?,"[""Exclusive Bill & Ted's T-Shirt"", 'Exclusive Back To The Future Hoverboard']","{""LootCrate Oct 2015 \""Time"": {""start_time"": 8, ""end_time"": 117, ""duration"": 109}, ""Time Button"": {""start_time"": 117, ""end_time"": 140, ""duration"": 23}, ""Catalog"": {""start_time"": 140, ""end_time"": 175, ""duration"": 35}, ""Exclusive Bill & Ted's T-Shirt"": {""start_time"": 175, ""end_time"": 210, ""duration"": 35}, ""Exclusive Doctor Who Spork Utensil"": {""start_time"": 210, ""end_time"": 264, ""duration"": 54}, ""Exclusive Dr Emmett Brown Vinyl Figure"": {""start_time"": 264, ""end_time"": 377, ""duration"": 113}, ""Exclusive Back To The Future Hoverboard"": {""start_time"": 377, ""end_time"": 548, ""duration"": 171}}"
n7xByJ9H06c,What are the differences between installing a multi-speed and a variable speed blower when making electrical connections for an air handler?,"['Blower', 'Electrical Connections']","{""Line Set Connections"": {""start_time"": 48.0, ""end_time"": 64.0, ""duration"": 16.0}, ""High Voltage Knock Outs"": {""start_time"": 64.0, ""end_time"": 134.0, ""duration"": 70.0}, ""Blower"": {""start_time"": 134.0, ""end_time"": 143.0, ""duration"": 9.0}, ""Electrical Connections"": {""start_time"": 143.0, ""end_time"": 154.0, ""duration"": 11.0}, ""Optional Heater Coil"": {""start_time"": 154.0, ""end_time"": 222, ""duration"": 68.0}}"
66Z67qRuR2o,What personal touches can be added when preparing a ceramic order for shipping?,"[""let's pack some ceramics orders"", 'finish packing w me']","{""let's pack some ceramics orders"": {""start_time"": 0, ""end_time"": 145, ""duration"": 145}, ""wrapping with noissue"": {""start_time"": 145, ""end_time"": 180, ""duration"": 35}, ""sustainability"": {""start_time"": 180, ""end_time"": 202, ""duration"": 22}, ""design process"": {""start_time"": 202, ""end_time"": 216, ""duration"": 14}, ""pricing"": {""start_time"": 216, ""end_time"": 310, ""duration"": 94}, ""quality"": {""start_time"": 310, ""end_time"": 327, ""duration"": 17}, ""overall yays + nays"": {""start_time"": 327, ""end_time"": 348, ""duration"": 21}, ""finish packing w me"": {""start_time"": 348, ""end_time"": 439, ""duration"": 91}}"
kUrX66ce_Ks,How do you prepare the cereal boxes and apply paint to resemble dinosaur skin for a mask?,"['Cereal box', 'Skin']","{""Intro"": {""start_time"": 0.0, ""end_time"": 10.0, ""duration"": 10.0}, ""Cereal box"": {""start_time"": 10.0, ""end_time"": 25.0, ""duration"": 15.0}, ""Bubbles"": {""start_time"": 25.0, ""end_time"": 57.0, ""duration"": 32.0}, ""Skin"": {""start_time"": 57.0, ""end_time"": 99.0, ""duration"": 42.0}, ""Head"": {""start_time"": 99.0, ""end_time"": 145.0, ""duration"": 46.0}, ""Jaw"": {""start_time"": 145.0, ""end_time"": 246.0, ""duration"": 101.0}, ""Try on"": {""start_time"": 246.0, ""end_time"": 279, ""duration"": 33.0}}"
AIGrdsQwTfo,How can the practice of affirmations in front of a mirror relate to the epiphany experienced during a shower?,"['Examples of affirmations', 'The Shower That Changed Everything']","{""Have you tried affirmations"": {""start_time"": 0, ""end_time"": 12, ""duration"": 12}, ""Examples of affirmations"": {""start_time"": 12, ""end_time"": 34, ""duration"": 22}, ""Have You Ever Tried This"": {""start_time"": 34, ""end_time"": 44, ""duration"": 10}, ""Asking a New Kind of Question Can Change Your Life"": {""start_time"": 44, ""end_time"": 54, ""duration"": 10}, ""The Shower That Changed Everything"": {""start_time"": 54, ""end_time"": 64, ""duration"": 10}, ""The AFFORMATIONS\u00ae Method"": {""start_time"": 64, ""end_time"": 74, ""duration"": 10}, ""How to Attract More Money"": {""start_time"": 74, ""end_time"": 86, ""duration"": 12}, ""Join The AFFORMATIONS\u00ae System Today"": {""start_time"": 86, ""end_time"": 103, ""duration"": 17}, ""Go to AFFORMATIONS.com"": {""start_time"": 103, ""end_time"": 116, ""duration"": 13}}"
-sJ-l3BKanc,What are some unconventional methods used in combat sports for defense and physical conditioning?,"['Referee Defense', 'Neck training']","{""Unique BJJ Defense"": {""start_time"": 0, ""end_time"": 18, ""duration"": 18}, ""Referee Defense"": {""start_time"": 18, ""end_time"": 56, ""duration"": 38}, ""Neck training"": {""start_time"": 56, ""end_time"": 101, ""duration"": 45}, ""Wedding Judo"": {""start_time"": 101, ""end_time"": 228, ""duration"": 127}}"
zOssknlVsUc,Is there a universal approach to prevent yellowing of leaves in all types of climates where one might grow a mandavella?,"['My solution for yellowing leaves on Mandevilla', 'Will this work for every Mandevilla grower']","{""Mandevilla Update After Repot: Did it Solve the Leaf-Drop? (Part 3/3): INTRO"": {""start_time"": 0, ""end_time"": 18, ""duration"": 18}, ""Recap of yellowing leaves issue, and my theory on solving it"": {""start_time"": 18, ""end_time"": 90, ""duration"": 72}, ""Does overwatering cause yellow leaves on Mandevilla"": {""start_time"": 90, ""end_time"": 133, ""duration"": 43}, ""What media does Mandevilla like"": {""start_time"": 133, ""end_time"": 205, ""duration"": 72}, ""Issues using a moisture meter on a Mandevilla"": {""start_time"": 205, ""end_time"": 213, ""duration"": 8}, ""My solution for yellowing leaves on Mandevilla"": {""start_time"": 213, ""end_time"": 269, ""duration"": 56}, ""The results two weeks after the Mandevilla repot"": {""start_time"": 269, ""end_time"": 389, ""duration"": 120}, ""Will this work for every Mandevilla grower"": {""start_time"": 389, ""end_time"": 494, ""duration"": 105}}"
aLRaKi3hfl0,How do darts affect the fit of a shirt when trying it on?,"['Benefits Of Darts', 'Try On Your Shirt For A Fit Check']","{""Intro"": {""start_time"": 0, ""end_time"": 16, ""duration"": 16}, ""Benefits Of Darts"": {""start_time"": 16, ""end_time"": 30, ""duration"": 14}, ""Tools Needed"": {""start_time"": 30, ""end_time"": 45, ""duration"": 15}, ""Measuring And Pinning Your Dart Position"": {""start_time"": 45, ""end_time"": 125, ""duration"": 80}, ""Making Your Darts STRAIGHT"": {""start_time"": 125, ""end_time"": 154, ""duration"": 29}, ""Tapering Your Darts"": {""start_time"": 154, ""end_time"": 179, ""duration"": 25}, ""My Measurements For Perfect Darts"": {""start_time"": 179, ""end_time"": 202, ""duration"": 23}, ""How To Properly END Your Dart Taper"": {""start_time"": 202, ""end_time"": 211, ""duration"": 9}, ""Try On Your Shirt For A Fit Check"": {""start_time"": 211, ""end_time"": 232, ""duration"": 21}, ""Don't Be SHOCKED If It's Tight"": {""start_time"": 232, ""end_time"": 249, ""duration"": 17}, ""Re-insert Your Pins On The INSIDE And IRON"": {""start_time"": 249, ""end_time"": 264, ""duration"": 15}, ""FINAL Dart Position Check"": {""start_time"": 264, ""end_time"": 280, ""duration"": 16}, ""Pin Your Darts CORRECTLY To Save Time"": {""start_time"": 280, ""end_time"": 314, ""duration"": 34}, ""SEW Your Darts With A Straight Stitch"": {""start_time"": 314, ""end_time"": 337, ""duration"": 23}, ""How To END Sewing Your Darts"": {""start_time"": 337, ""end_time"": 387, ""duration"": 50}, ""FINAL Results"": {""start_time"": 387, ""end_time"": 426, ""duration"": 39}}"
R1Xc_7HxezE,How did the Atlanta Braves' history and traditions contribute to their identity?,"['Braves 101', 'Traditions']","{""Atlanta Intro"": {""start_time"": 0, ""end_time"": 36, ""duration"": 36}, ""Braves 101"": {""start_time"": 36, ""end_time"": 96, ""duration"": 60}, ""Fun Fact"": {""start_time"": 96, ""end_time"": 138, ""duration"": 42}, ""Traditions"": {""start_time"": 138, ""end_time"": 193, ""duration"": 55}, ""Personnel"": {""start_time"": 193, ""end_time"": 396, ""duration"": 203}, ""Rival"": {""start_time"": 396, ""end_time"": 473, ""duration"": 77}, ""Recap"": {""start_time"": 473, ""end_time"": 526, ""duration"": 53}}"
gg42SPqiyes,Can you explain the difference between the sway control mechanism in Pro Series Reese and Andersen Hitches models?,"['NO.2. Pro Series Reese 49903 Wd Rb 1000# W/Sway', 'NO.5. Andersen Hitches 3350 No Sway Weight Distribution Hitc']","{""NO.1. Equal-i-zer 4-point Sway Control Hitch"": {""start_time"": 28, ""end_time"": 73, ""duration"": 45}, ""NO.2. Pro Series Reese 49903 Wd Rb 1000# W/Sway"": {""start_time"": 73, ""end_time"": 121, ""duration"": 48}, ""NO.3. EAZ LIFT 48053 1000 Pounds 1,000 lbs Elite Bent Bar Weight Distributing"": {""start_time"": 121, ""end_time"": 175, ""duration"": 54}, ""NO.4. EAZ LIFT 48069 1200 lbs Elite Kit, Includes Distribution"": {""start_time"": 175, ""end_time"": 219, ""duration"": 44}, ""NO.5. Andersen Hitches 3350 | No Sway Weight Distribution Hitc"": {""start_time"": 219, ""end_time"": 268, ""duration"": 49}}"
8W1RO4QnoCs,"In assessing chances, what criteria would make an event fall under certain versus impossible categories?","['Reading Chance', 'Sorting']","{""Introduction"": {""start_time"": 0.0, ""end_time"": 23.0, ""duration"": 23.0}, ""What is Chance"": {""start_time"": 23.0, ""end_time"": 149.0, ""duration"": 126.0}, ""Reading Chance"": {""start_time"": 149.0, ""end_time"": 204.0, ""duration"": 55.0}, ""Sorting"": {""start_time"": 204.0, ""end_time"": 265, ""duration"": 61.0}}"
3BlghTYQOAk,How can I make my online dating profile both inviting and valuable?,"['Smile in your profile picture', 'Present your value']","{""1. Smile in your profile picture"": {""start_time"": 106, ""end_time"": 162, ""duration"": 56}, ""2. You need to have three to four pictures of yourself in your gallery"": {""start_time"": 162, ""end_time"": 270, ""duration"": 108}, ""3. Keep your description simple"": {""start_time"": 270, ""end_time"": 355, ""duration"": 85}, ""4. Speak in the positive, not the negative"": {""start_time"": 355, ""end_time"": 385, ""duration"": 30}, ""5. Present your value"": {""start_time"": 385, ""end_time"": 435, ""duration"": 50}, ""6. Reach out to the men if you\u2019re the woman"": {""start_time"": 435, ""end_time"": 536, ""duration"": 101}}"
HWnz0z7EgfU,Can you explain how gradually highlighting new features fits into professional user onboarding?,"['Onboard your users like a pro', 'Gradually highlight new features']","{""Introduction"": {""start_time"": 0.0, ""end_time"": 10.0, ""duration"": 10.0}, ""Make a great first impression"": {""start_time"": 10.0, ""end_time"": 16.0, ""duration"": 6.0}, ""Onboard your users like a pro"": {""start_time"": 16.0, ""end_time"": 28.0, ""duration"": 12.0}, ""Offer relevant content"": {""start_time"": 28.0, ""end_time"": 38.0, ""duration"": 10.0}, ""Gradually highlight new features"": {""start_time"": 38.0, ""end_time"": 49.0, ""duration"": 11.0}, ""Find a catchy tone"": {""start_time"": 49.0, ""end_time"": 64, ""duration"": 15.0}}"
mqJPoe7ACIA,"Which would be more suitable for someone who loves both cooking and convenience, an Instant Pot Air Fryer Combo or an immersion blender with multiple attachments?","['Gift idea option #1', ' Gift idea option #4']","{""Intro"": {""start_time"": 0, ""end_time"": 16, ""duration"": 16}, ""Kitchen gift criteria"": {""start_time"": 16, ""end_time"": 29, ""duration"": 13}, ""Gift idea option #1"": {""start_time"": 29, ""end_time"": 114, ""duration"": 85}, ""Gift idea option #2"": {""start_time"": 114, ""end_time"": 135, ""duration"": 21}, ""Gift idea option #3"": {""start_time"": 135, ""end_time"": 164, ""duration"": 29}, ""Gift idea option #4"": {""start_time"": 164, ""end_time"": 195, ""duration"": 31}, ""Gift idea option #5"": {""start_time"": 195, ""end_time"": 215, ""duration"": 20}, ""Stocking stuffer option (Less than $20"": {""start_time"": 215, ""end_time"": 268, ""duration"": 53}}"
2nAn0fdZyew,How did the finalists manage to set up their drum kits under pressure?,"['the finalists', 'setting up things']","{""introduction"": {""start_time"": 0, ""end_time"": 16, ""duration"": 16}, ""the finalists"": {""start_time"": 16, ""end_time"": 40, ""duration"": 24}, ""the challenge"": {""start_time"": 40, ""end_time"": 69, ""duration"": 29}, ""setting up things"": {""start_time"": 69, ""end_time"": 346, ""duration"": 277}, ""the drum off"": {""start_time"": 346, ""end_time"": 485, ""duration"": 139}, ""leave a comment: who is your winner"": {""start_time"": 485, ""end_time"": 499, ""duration"": 14}}"
93ogYj1skpk,In what ways can spending time in nature and appreciating life's simple beauties elevate our vibration?,"['Nature holds a high vibration', 'Notice the beauty']","{""What are vibrations"": {""start_time"": 68, ""end_time"": 145, ""duration"": 77}, ""Practice gratitude"": {""start_time"": 145, ""end_time"": 163, ""duration"": 18}, ""You are what you eat"": {""start_time"": 163, ""end_time"": 216, ""duration"": 53}, ""Our egos cannot resist music"": {""start_time"": 216, ""end_time"": 252, ""duration"": 36}, ""Nature holds a high vibration"": {""start_time"": 252, ""end_time"": 280, ""duration"": 28}, ""Notice the beauty"": {""start_time"": 280, ""end_time"": 327, ""duration"": 47}, ""Last suggestions"": {""start_time"": 327, ""end_time"": 458, ""duration"": 131}}"
TLfVfAi0dXg,How does the living and dining area connect to the kitchen in the RG Luxury Homes model flat?,"['Living & Dining Area', 'Kitchen']","{""RG Luxury Homes"": {""start_time"": 0.0, ""end_time"": 10.0, ""duration"": 10.0}, ""2 BHK Model Flat"": {""start_time"": 10.0, ""end_time"": 15.0, ""duration"": 5.0}, ""Living & Dining Area"": {""start_time"": 15.0, ""end_time"": 46.0, ""duration"": 31.0}, ""Kitchen"": {""start_time"": 46.0, ""end_time"": 82.0, ""duration"": 36.0}, ""Study Room"": {""start_time"": 82.0, ""end_time"": 99.0, ""duration"": 17.0}, ""Common Washroom"": {""start_time"": 99.0, ""end_time"": 113.0, ""duration"": 14.0}, ""First Bedroom"": {""start_time"": 113.0, ""end_time"": 161.0, ""duration"": 48.0}, ""Second Bedroom"": {""start_time"": 161.0, ""end_time"": 207, ""duration"": 46.0}}"
wI4JMy20swY,"After applying adhesive, what is essential to prevent water from seeping behind my newly installed shave shelf?","['using several beads of adhesive', 'seal all joints along the outside of the shave shelf']","{""installing the shave shelf"": {""start_time"": 28.0, ""end_time"": 40.0, ""duration"": 12.0}, ""select the desired location for the placement of the shave shelf"": {""start_time"": 40.0, ""end_time"": 70.0, ""duration"": 30.0}, ""using several beads of adhesive"": {""start_time"": 70.0, ""end_time"": 89.0, ""duration"": 19.0}, ""help prevent any water from running behind the shave shelf"": {""start_time"": 89.0, ""end_time"": 101.0, ""duration"": 12.0}, ""hold the shelf into place while the adhesive cures"": {""start_time"": 101.0, ""end_time"": 124.0, ""duration"": 23.0}, ""seal all joints along the outside of the shave shelf"": {""start_time"": 124.0, ""end_time"": 153, ""duration"": 29.0}}"
5yb6hG_BUzk,What are the advantages of using a solar-powered backpacking lantern versus a Bluetooth-enabled group camping lantern?,"['Best Lantern for Backpacking', 'Best Lantern Setup for Group Camping']","{""Best Lantern for Car Camping, : Goal Zero Lighthouse 400"": {""start_time"": 38, ""end_time"": 149, ""duration"": 111}, ""Best Lantern for Backpacking, : LuminAID PackLite Max Phone Charger"": {""start_time"": 149, ""end_time"": 254, ""duration"": 105}, ""Best Lantern Under $20, : Black Diamond Moji"": {""start_time"": 254, ""end_time"": 326, ""duration"": 72}, ""Best Lantern Setup for Group Camping, : BioLite BaseLantern XL Bluetooth"": {""start_time"": 326, ""end_time"": 455, ""duration"": 129}, ""Best Non-Electronic Lantern, : Coleman Dual-Fuel 2-Mantle"": {""start_time"": 455, ""end_time"": 575, ""duration"": 120}}"
s8sEKEL8spo,Can you explain how firepower was increased in both offensive and support roles with tanks like the Sherman Calliope compared to Hobart's Funnies?,"['Sherman Calliope', ""Hobart's Funnies""]","{""1 - M4 Sherman 75"": {""start_time"": 51, ""end_time"": 79, ""duration"": 28}, ""2 - M4A1 Sherman (105"": {""start_time"": 79, ""end_time"": 98, ""duration"": 19}, ""3 - M4A1 Sherman (76"": {""start_time"": 98, ""end_time"": 119, ""duration"": 21}, ""4 - Sherman Duplex Drive"": {""start_time"": 119, ""end_time"": 175, ""duration"": 56}, ""5 - M4A3E2 (Jumbo"": {""start_time"": 175, ""end_time"": 195, ""duration"": 20}, ""6 - Sherman Calliope"": {""start_time"": 195, ""end_time"": 249, ""duration"": 54}, ""7 - Sherman Firefly"": {""start_time"": 249, ""end_time"": 272, ""duration"": 23}, ""8 - Sherman Crab"": {""start_time"": 272, ""end_time"": 300, ""duration"": 28}, ""9 - Sherman Crocodile"": {""start_time"": 300, ""end_time"": 321, ""duration"": 21}, ""10 - Hobart's Funnies"": {""start_time"": 321, ""end_time"": 439, ""duration"": 118}}"
YTEQ23xND-E,What were some of the specific strengths and weaknesses in Photoshop tasks as indicated by the detailed Puget benchmark results?,"['Getting the results', 'Analyzing the results in more details']","{""Video Overview"": {""start_time"": 0.0, ""end_time"": 36.0, ""duration"": 36.0}, ""Starting the Puget benchmark test"": {""start_time"": 36.0, ""end_time"": 88.0, ""duration"": 52.0}, ""Getting the results"": {""start_time"": 88.0, ""end_time"": 95.0, ""duration"": 7.0}, ""Analyzing the results in more details"": {""start_time"": 95.0, ""end_time"": 124.0, ""duration"": 29.0}, ""Comparing the overall score with other benchmarks"": {""start_time"": 124.0, ""end_time"": 201.0, ""duration"": 77.0}, ""Final conclusions"": {""start_time"": 201.0, ""end_time"": 274.0, ""duration"": 73.0}, ""Outro"": {""start_time"": 274.0, ""end_time"": 289, ""duration"": 15.0}}"
7OgqlTKZnzw,"In case Epidural Steroid Injection fails to relieve my back pain, how can your legal services support me in pursuing further medical or compensatory actions?","[""What happens if the ESI treatment doesn't work"", 'Give us a call for the help you deserve']","{""What is a epidural steroid injection"": {""start_time"": 12, ""end_time"": 61, ""duration"": 49}, ""What are the risks of having an ESI"": {""start_time"": 61, ""end_time"": 118, ""duration"": 57}, ""What happens if the ESI treatment doesn't work"": {""start_time"": 118, ""end_time"": 129, ""duration"": 11}, ""Questions you should ask your doctor"": {""start_time"": 129, ""end_time"": 164, ""duration"": 35}, ""Give us a call for the help you deserve"": {""start_time"": 164, ""end_time"": 192, ""duration"": 28}}"
fiM98RXnUrw,What techniques are used in the Fender Greta to clean up the tone from being too muddy?,"['Further Tone Explanation', 'Cleaned Up Amp Tone Demo']","{""Intro"": {""start_time"": 0, ""end_time"": 24, ""duration"": 24}, ""Intro Explanation"": {""start_time"": 24, ""end_time"": 46, ""duration"": 22}, ""Tone Demo"": {""start_time"": 46, ""end_time"": 89, ""duration"": 43}, ""Further Tone Explanation"": {""start_time"": 89, ""end_time"": 125, ""duration"": 36}, ""Knobs Explanation"": {""start_time"": 125, ""end_time"": 139, ""duration"": 14}, ""Tone Knob Rolled Back Demo"": {""start_time"": 139, ""end_time"": 149, ""duration"": 10}, ""Tone Knob Thoughts"": {""start_time"": 149, ""end_time"": 179, ""duration"": 30}, ""Schematic Simplified Explanation and Thoughts"": {""start_time"": 179, ""end_time"": 239, ""duration"": 60}, ""Hearing the Gain Stages/Analyzing how it works"": {""start_time"": 239, ""end_time"": 260, ""duration"": 21}, ""How Do We Get This Cleaner"": {""start_time"": 260, ""end_time"": 324, ""duration"": 64}, ""Cleaned Up Amp Tone Demo"": {""start_time"": 324, ""end_time"": 350, ""duration"": 26}, ""2nd Version at Schematic Explanation, A Macro Viewpoint"": {""start_time"": 350, ""end_time"": 412, ""duration"": 62}, ""I got... Distracted... Clean tone dry/with a little processing"": {""start_time"": 412, ""end_time"": 469, ""duration"": 57}, ""End"": {""start_time"": 469, ""end_time"": 509, ""duration"": 40}}"
